rep,site,plot,density_category,density_level,method,date,sample_day,phylum,species,microsite,daily_animal_totals
756,4,3,LD,1,camera trap,08-Jun,23,vertebrate,Dipodomys heermann,open,4
759,4,3,LD,1,camera trap,09-Jun,24,vertebrate,Dipodomys heermann,open,9
762,4,3,LD,1,camera trap,10-Jun,25,vertebrate,Dipodomys heermann,open,4
765,4,3,LD,1,camera trap,11-Jun,26,vertebrate,Dipodomys heermann,open,6
771,4,3,LD,1,camera trap,29-May,13,vertebrate,Dipodomys heermann,open,23
773,4,3,LD,1,camera trap,30-May,14,vertebrate,Dipodomys heermann,open,25
775,4,3,LD,1,camera trap,31-May,15,vertebrate,Dipodomys heermann,open,19
745,4,3,LD,1,camera trap,03-Jun,18,vertebrate,Lepus californicus,open,3
747,4,3,LD,1,camera trap,04-Jun,19,vertebrate,Lepus californicus,open,4
752,4,3,LD,1,camera trap,07-Jun,22,vertebrate,Lepus californicus,open,6
757,4,3,LD,1,camera trap,09-Jun,24,vertebrate,Lepus californicus,open,6
760,4,3,LD,1,camera trap,10-Jun,25,vertebrate,Lepus californicus,open,6
763,4,3,LD,1,camera trap,11-Jun,26,vertebrate,Lepus californicus,open,1
739,4,3,LD,1,camera trap,01-Jun,16,vertebrate,Otospermophilus beecheyi,open,1
774,4,3,LD,1,camera trap,30-May,14,vertebrate,small mammal,open,1
743,4,3,LD,1,camera trap,01-Jun,16,vertebrate,Vulpes macrotis,open,1
749,4,3,LD,1,camera trap,04-Jun,19,vertebrate,Vulpes macrotis,open,1
784,4,3,LD,1,focal,25-May-19,9,invertebrate,Calathus ruficollis,shrub,1
821,4,3,LD,1,transect,29-May-19,13,invertebrate,Dicolonus simplex,shrub,1
787,4,3,LD,1,focal,25-May-19,9,invertebrate,Colias eurytheme,shrub,4
791,4,3,LD,1,focal,29-May-19,13,invertebrate,Colias eurytheme,shrub,1
813,4,3,LD,1,transect,25-May-19,9,invertebrate,Colias eurytheme,shrub,4
800,4,3,LD,1,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,2
804,4,3,LD,1,transect,06-Jun-19,21,invertebrate,Oedaleonotus enigma,shrub,6
807,4,3,LD,1,transect,11-Jun-19,26,invertebrate,Oedaleonotus enigma,shrub,8
816,4,3,LD,1,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,3
822,4,3,LD,1,transect,29-May-19,13,invertebrate,Oedaleonotus enigma,shrub,7
828,4,3,LD,1,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,6
802,4,3,LD,1,transect,06-Jun-19,21,invertebrate,Rhionaeschna multicolor,shrub,1
814,4,3,LD,1,transect,25-May-19,9,invertebrate,Rhionaeschna multicolor,shrub,1
776,4,3,LD,1,focal,02-Jun-19,17,vertebrate,Ammospermophilus nelsoni,shrub,1
794,4,3,LD,1,focal,31-May-19,15,vertebrate,Ammospermophilus nelsoni,shrub,1
797,4,3,LD,1,transect,04-Jun-19,19,vertebrate,Ammospermophilus nelsoni,shrub,1
819,4,3,LD,1,transect,29-May-19,13,vertebrate,Ammospermophilus nelsoni,shrub,1
825,4,3,LD,1,transect,31-May-19,15,vertebrate,Ammospermophilus nelsoni,shrub,2
785,4,3,LD,1,focal,25-May-19,9,vertebrate,Chondestes grammacus,shrub,2
809,4,3,LD,1,transect,21-May-19,5,vertebrate,Chondestes grammacus,shrub,1
811,4,3,LD,1,transect,25-May-19,9,vertebrate,Chondestes grammacus,shrub,4
826,4,3,LD,1,transect,31-May-19,15,vertebrate,Chondestes grammacus,shrub,1
772,4,3,LD,1,camera trap,29-May,13,vertebrate,Dipodomys heermann,shrub,2
823,4,3,LD,1,transect,29-May-19,13,vertebrate,Gambelia sila,shrub,1
741,4,3,LD,1,camera trap,01-Jun,16,vertebrate,Lepus californicus,shrub,2
750,4,3,LD,1,camera trap,05-Jun,20,vertebrate,Lepus californicus,shrub,2
753,4,3,LD,1,camera trap,07-Jun,22,vertebrate,Lepus californicus,shrub,4
755,4,3,LD,1,camera trap,08-Jun,23,vertebrate,Lepus californicus,shrub,1
758,4,3,LD,1,camera trap,09-Jun,24,vertebrate,Lepus californicus,shrub,4
761,4,3,LD,1,camera trap,10-Jun,25,vertebrate,Lepus californicus,shrub,1
764,4,3,LD,1,camera trap,11-Jun,26,vertebrate,Lepus californicus,shrub,1
767,4,3,LD,1,camera trap,22-May,6,vertebrate,Lepus californicus,shrub,1
817,4,3,LD,1,transect,25-May-19,9,vertebrate,Lepus californicus,shrub,1
829,4,3,LD,1,transect,31-May-19,15,vertebrate,Lepus californicus,shrub,1
740,4,3,LD,1,camera trap,01-Jun,16,vertebrate,Otospermophilus beecheyi,shrub,1
768,4,3,LD,1,camera trap,22-May,6,vertebrate,Vulpes macrotis,shrub,1
938,4,4,ND,0,transect,29-May-19,13,invertebrate,Calathus ruficollis,open,1
900,4,4,ND,0,focal,02-Jun-19,17,invertebrate,Dicolonus simplex,open,2
903,4,4,ND,0,focal,04-Jun-19,19,invertebrate,Dicolonus simplex,open,3
912,4,4,ND,0,focal,25-May-19,9,invertebrate,Dicolonus simplex,open,3
916,4,4,ND,0,focal,29-May-19,13,invertebrate,Dicolonus simplex,open,1
923,4,4,ND,0,transect,06-Jun-19,21,invertebrate,Hippodamia convergens,open,1
911,4,4,ND,0,focal,25-May-19,9,invertebrate,Colias eurytheme,open,7
929,4,4,ND,0,transect,21-May-19,5,invertebrate,Colias eurytheme,open,4
932,4,4,ND,0,transect,25-May-19,9,invertebrate,Colias eurytheme,open,3
940,4,4,ND,0,transect,29-May-19,13,invertebrate,Colias eurytheme,open,2
901,4,4,ND,0,focal,02-Jun-19,17,invertebrate,Oedaleonotus enigma,open,1
904,4,4,ND,0,focal,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,3
907,4,4,ND,0,focal,06-Jun-19,21,invertebrate,Oedaleonotus enigma,open,1
913,4,4,ND,0,focal,25-May-19,9,invertebrate,Oedaleonotus enigma,open,2
918,4,4,ND,0,focal,31-May-19,15,invertebrate,Oedaleonotus enigma,open,1
920,4,4,ND,0,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,7
922,4,4,ND,0,transect,06-Jun-19,21,invertebrate,Oedaleonotus enigma,open,3
926,4,4,ND,0,transect,11-Jun-19,26,invertebrate,Oedaleonotus enigma,open,11
930,4,4,ND,0,transect,21-May-19,5,invertebrate,Oedaleonotus enigma,open,2
934,4,4,ND,0,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,2
942,4,4,ND,0,transect,29-May-19,13,invertebrate,Oedaleonotus enigma,open,5
945,4,4,ND,0,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,open,7
834,4,4,ND,0,camera trap,03-Jun,18,vertebrate,Ammospermophilus nelsoni,open,2
839,4,4,ND,0,camera trap,05-Jun,20,vertebrate,Ammospermophilus nelsoni,open,1
844,4,4,ND,0,camera trap,07-Jun,22,vertebrate,Ammospermophilus nelsoni,open,1
897,4,4,ND,0,camera trap,31-May,15,vertebrate,Ammospermophilus nelsoni,open,2
906,4,4,ND,0,focal,06-Jun-19,21,vertebrate,Ammospermophilus nelsoni,open,1
847,4,4,ND,0,camera trap,08-Jun,23,vertebrate,Chondestes grammacus,open,2
854,4,4,ND,0,camera trap,10-Jun,25,vertebrate,Chondestes grammacus,open,1
928,4,4,ND,0,transect,21-May-19,5,vertebrate,Chondestes grammacus,open,1
939,4,4,ND,0,transect,29-May-19,13,vertebrate,Chondestes grammacus,open,1
944,4,4,ND,0,transect,31-May-19,15,vertebrate,Chondestes grammacus,open,1
831,4,4,ND,0,camera trap,01-Jun,16,vertebrate,Dipodomys heermann,open,2
832,4,4,ND,0,camera trap,02-Jun,17,vertebrate,Dipodomys heermann,open,3
836,4,4,ND,0,camera trap,03-Jun,18,vertebrate,Dipodomys heermann,open,3
838,4,4,ND,0,camera trap,04-Jun,19,vertebrate,Dipodomys heermann,open,7
841,4,4,ND,0,camera trap,05-Jun,20,vertebrate,Dipodomys heermann,open,2
843,4,4,ND,0,camera trap,06-Jun,21,vertebrate,Dipodomys heermann,open,5
846,4,4,ND,0,camera trap,07-Jun,22,vertebrate,Dipodomys heermann,open,1
849,4,4,ND,0,camera trap,08-Jun,23,vertebrate,Dipodomys heermann,open,2
853,4,4,ND,0,camera trap,09-Jun,24,vertebrate,Dipodomys heermann,open,4
856,4,4,ND,0,camera trap,10-Jun,25,vertebrate,Dipodomys heermann,open,2
857,4,4,ND,0,camera trap,11-Jun,26,vertebrate,Dipodomys heermann,open,1
861,4,4,ND,0,camera trap,18-May,2,vertebrate,Dipodomys heermann,open,1
870,4,4,ND,0,camera trap,20-May,4,vertebrate,Dipodomys heermann,open,2
875,4,4,ND,0,camera trap,21-May,5,vertebrate,Dipodomys heermann,open,4
877,4,4,ND,0,camera trap,22-May,6,vertebrate,Dipodomys heermann,open,3
878,4,4,ND,0,camera trap,23-May,7,vertebrate,Dipodomys heermann,open,2
881,4,4,ND,0,camera trap,24-May,8,vertebrate,Dipodomys heermann,open,4
883,4,4,ND,0,camera trap,25-May,9,vertebrate,Dipodomys heermann,open,1
886,4,4,ND,0,camera trap,26-May,10,vertebrate,Dipodomys heermann,open,1
889,4,4,ND,0,camera trap,27-May,11,vertebrate,Dipodomys heermann,open,2
891,4,4,ND,0,camera trap,28-May,12,vertebrate,Dipodomys heermann,open,3
893,4,4,ND,0,camera trap,29-May,13,vertebrate,Dipodomys heermann,open,3
896,4,4,ND,0,camera trap,30-May,14,vertebrate,Dipodomys heermann,open,8
899,4,4,ND,0,camera trap,31-May,15,vertebrate,Dipodomys heermann,open,5
925,4,4,ND,0,transect,11-Jun-19,26,vertebrate,Pituophis catenifer,open,1
933,4,4,ND,0,transect,25-May-19,9,vertebrate,Pituophis catenifer,open,1
908,4,4,ND,0,focal,06-Jun-19,21,vertebrate,Gambelia sila,open,1
835,4,4,ND,0,camera trap,03-Jun,18,vertebrate,Lepus californicus,open,1
837,4,4,ND,0,camera trap,04-Jun,19,vertebrate,Lepus californicus,open,1
840,4,4,ND,0,camera trap,05-Jun,20,vertebrate,Lepus californicus,open,1
842,4,4,ND,0,camera trap,06-Jun,21,vertebrate,Lepus californicus,open,1
845,4,4,ND,0,camera trap,07-Jun,22,vertebrate,Lepus californicus,open,1
848,4,4,ND,0,camera trap,08-Jun,23,vertebrate,Lepus californicus,open,1
852,4,4,ND,0,camera trap,09-Jun,24,vertebrate,Lepus californicus,open,1
855,4,4,ND,0,camera trap,10-Jun,25,vertebrate,Lepus californicus,open,2
882,4,4,ND,0,camera trap,25-May,9,vertebrate,Lepus californicus,open,1
890,4,4,ND,0,camera trap,28-May,12,vertebrate,Lepus californicus,open,1
892,4,4,ND,0,camera trap,29-May,13,vertebrate,Lepus californicus,open,3
895,4,4,ND,0,camera trap,30-May,14,vertebrate,Lepus californicus,open,1
898,4,4,ND,0,camera trap,31-May,15,vertebrate,Lepus californicus,open,1
894,4,4,ND,0,camera trap,30-May,14,vertebrate,Otospermophilus beecheyi,open,1
860,4,4,ND,0,camera trap,18-May,2,vertebrate,Perognathus inornatus,open,4
865,4,4,ND,0,camera trap,19-May,3,vertebrate,Perognathus inornatus,open,2
868,4,4,ND,0,camera trap,20-May,4,vertebrate,Perognathus inornatus,open,1
873,4,4,ND,0,camera trap,21-May,5,vertebrate,Perognathus inornatus,open,1
885,4,4,ND,0,camera trap,26-May,10,vertebrate,Perognathus inornatus,open,2
833,4,4,ND,0,camera trap,02-Jun,17,vertebrate,small mammal,open,1
851,4,4,ND,0,camera trap,08-Jun,23,vertebrate,small mammal,open,1
864,4,4,ND,0,camera trap,18-May,2,vertebrate,small mammal,open,4
872,4,4,ND,0,camera trap,20-May,4,vertebrate,small mammal,open,3
880,4,4,ND,0,camera trap,23-May,7,vertebrate,small mammal,open,1
888,4,4,ND,0,camera trap,26-May,10,vertebrate,small mammal,open,1
862,4,4,ND,0,camera trap,18-May,2,vertebrate,Vulpes macrotis,open,1
866,4,4,ND,0,camera trap,19-May,3,vertebrate,Vulpes macrotis,open,1
879,4,4,ND,0,camera trap,23-May,7,vertebrate,Vulpes macrotis,open,1
884,4,4,ND,0,camera trap,25-May,9,vertebrate,Vulpes macrotis,open,1
887,4,4,ND,0,camera trap,26-May,10,vertebrate,Vulpes macrotis,open,1
937,4,4,ND,0,transect,29-May-19,13,invertebrate,Melecta separata,open,1
941,4,4,ND,0,transect,29-May-19,13,invertebrate,Colias eurytheme,open,1
935,4,4,ND,0,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,1
946,4,4,ND,0,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,open,1
82,3,5,HD,3,transect,23-May-19,7,invertebrate,Colias eurytheme,open,5
950,4,5,HD,3,transect,25-May-19,9,invertebrate,Colias eurytheme,open,2
75,3,5,HD,3,transect,07-Jun-19,22,invertebrate,Oedaleonotus enigma,open,1
94,3,5,HD,3,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,open,1
952,4,5,HD,3,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,3
69,3,5,HD,3,transect,04-Jun-19,19,vertebrate,Chondestes grammacus,open,1
97,3,5,HD,3,transect,31-May-19,15,vertebrate,Chondestes grammacus,open,1
59,3,5,HD,3,focal,28-May-19,12,invertebrate,Melecta separata,shrub,1
68,3,5,HD,3,transect,04-Jun-19,19,invertebrate,Calathus ruficollis,shrub,2
91,3,5,HD,3,transect,28-May-19,12,invertebrate,Calathus ruficollis,shrub,1
61,3,5,HD,3,focal,28-May-19,12,invertebrate,Dicolonus simplex,shrub,2
64,3,5,HD,3,focal,31-May-19,15,invertebrate,Dicolonus simplex,shrub,1
93,3,5,HD,3,transect,28-May-19,12,invertebrate,Dicolonus simplex,shrub,1
3,3,5,HD,3,camera trap,02-Jun,17,invertebrate,Colias eurytheme,shrub,1
47,3,5,HD,3,focal,04-Jun-19,19,invertebrate,Colias eurytheme,shrub,1
54,3,5,HD,3,focal,18-May-19,2,invertebrate,Colias eurytheme,shrub,3
57,3,5,HD,3,focal,25-May-19,9,invertebrate,Colias eurytheme,shrub,7
60,3,5,HD,3,focal,28-May-19,12,invertebrate,Colias eurytheme,shrub,1
63,3,5,HD,3,focal,31-May-19,15,invertebrate,Colias eurytheme,shrub,1
72,3,5,HD,3,transect,04-Jun-19,19,invertebrate,Colias eurytheme,shrub,1
83,3,5,HD,3,transect,23-May-19,7,invertebrate,Colias eurytheme,shrub,17
87,3,5,HD,3,transect,25-May-19,9,invertebrate,Colias eurytheme,shrub,22
92,3,5,HD,3,transect,28-May-19,12,invertebrate,Colias eurytheme,shrub,16
98,3,5,HD,3,transect,31-May-19,15,invertebrate,Colias eurytheme,shrub,1
951,4,5,HD,3,transect,25-May-19,9,invertebrate,Colias eurytheme,shrub,5
44,3,5,HD,3,focal,02-Jun-19,17,invertebrate,Oedaleonotus enigma,shrub,4
50,3,5,HD,3,focal,07-Jun-19,22,invertebrate,Oedaleonotus enigma,shrub,3
65,3,5,HD,3,focal,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,1
73,3,5,HD,3,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,3
76,3,5,HD,3,transect,07-Jun-19,22,invertebrate,Oedaleonotus enigma,shrub,1
79,3,5,HD,3,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,shrub,4
88,3,5,HD,3,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,2
95,3,5,HD,3,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,shrub,2
99,3,5,HD,3,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,4
953,4,5,HD,3,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,1
43,3,5,HD,3,focal,02-Jun-19,17,invertebrate,Rhionaeschna multicolor,shrub,2
78,3,5,HD,3,transect,12-Jun-19,27,invertebrate,Rhionaeschna multicolor,shrub,1
2,3,5,HD,3,camera trap,02-Jun,17,vertebrate,Ammospermophilus nelsoni,shrub,1
16,3,5,HD,3,camera trap,09-Jun,24,vertebrate,Ammospermophilus nelsoni,shrub,1
18,3,5,HD,3,camera trap,10-Jun,25,vertebrate,Ammospermophilus nelsoni,shrub,1
22,3,5,HD,3,camera trap,18-May,2,vertebrate,Ammospermophilus nelsoni,shrub,1
25,3,5,HD,3,camera trap,19-May,3,vertebrate,Ammospermophilus nelsoni,shrub,2
29,3,5,HD,3,camera trap,23-May,7,vertebrate,Ammospermophilus nelsoni,shrub,1
32,3,5,HD,3,camera trap,24-May,8,vertebrate,Ammospermophilus nelsoni,shrub,1
39,3,5,HD,3,camera trap,29-May,13,vertebrate,Ammospermophilus nelsoni,shrub,2
67,3,5,HD,3,transect,04-Jun-19,19,vertebrate,Ammospermophilus nelsoni,shrub,1
85,3,5,HD,3,transect,25-May-19,9,vertebrate,Ammospermophilus nelsoni,shrub,1
948,4,5,HD,3,transect,25-May-19,9,vertebrate,Ammospermophilus nelsoni,shrub,1
53,3,5,HD,3,focal,07-Jun-19,22,vertebrate,Aspidoscelis tigris,shrub,1
90,3,5,HD,3,transect,25-May-19,9,vertebrate,Aspidoscelis tigris,shrub,1
7,3,5,HD,3,camera trap,05-Jun,20,vertebrate,Chondestes grammacus,shrub,1
14,3,5,HD,3,camera trap,08-Jun,23,vertebrate,Chondestes grammacus,shrub,3
49,3,5,HD,3,focal,07-Jun-19,22,vertebrate,Chondestes grammacus,shrub,1
56,3,5,HD,3,focal,25-May-19,9,vertebrate,Chondestes grammacus,shrub,1
70,3,5,HD,3,transect,04-Jun-19,19,vertebrate,Chondestes grammacus,shrub,1
71,3,5,HD,3,transect,04-Jun-19,19,vertebrate,Chondestes grammacus,shrub,1
81,3,5,HD,3,transect,23-May-19,7,vertebrate,Chondestes grammacus,shrub,5
86,3,5,HD,3,transect,25-May-19,9,vertebrate,Chondestes grammacus,shrub,4
103,3,5,MD,2,focal,04-Jun-19,19,vertebrate,Chondestes grammacus,shrub,1
949,4,5,HD,3,transect,25-May-19,9,vertebrate,Chondestes grammacus,shrub,1
1,3,5,HD,3,camera trap,01-Jun,16,vertebrate,Dipodomys heermann,shrub,1
4,3,5,HD,3,camera trap,02-Jun,17,vertebrate,Dipodomys heermann,shrub,1
5,3,5,HD,3,camera trap,03-Jun,18,vertebrate,Dipodomys heermann,shrub,1
8,3,5,HD,3,camera trap,05-Jun,20,vertebrate,Dipodomys heermann,shrub,2
10,3,5,HD,3,camera trap,06-Jun,21,vertebrate,Dipodomys heermann,shrub,4
12,3,5,HD,3,camera trap,07-Jun,22,vertebrate,Dipodomys heermann,shrub,4
15,3,5,HD,3,camera trap,08-Jun,23,vertebrate,Dipodomys heermann,shrub,3
17,3,5,HD,3,camera trap,09-Jun,24,vertebrate,Dipodomys heermann,shrub,1
19,3,5,HD,3,camera trap,10-Jun,25,vertebrate,Dipodomys heermann,shrub,4
20,3,5,HD,3,camera trap,11-Jun,26,vertebrate,Dipodomys heermann,shrub,2
21,3,5,HD,3,camera trap,12-Jun,27,vertebrate,Dipodomys heermann,shrub,5
24,3,5,HD,3,camera trap,18-May,2,vertebrate,Dipodomys heermann,shrub,1
26,3,5,HD,3,camera trap,19-May,3,vertebrate,Dipodomys heermann,shrub,1
30,3,5,HD,3,camera trap,23-May,7,vertebrate,Dipodomys heermann,shrub,1
33,3,5,HD,3,camera trap,24-May,8,vertebrate,Dipodomys heermann,shrub,1
36,3,5,HD,3,camera trap,27-May,11,vertebrate,Dipodomys heermann,shrub,1
40,3,5,HD,3,camera trap,29-May,13,vertebrate,Dipodomys heermann,shrub,1
41,3,5,HD,3,camera trap,30-May,14,vertebrate,Dipodomys heermann,shrub,3
42,3,5,HD,3,camera trap,31-May,15,vertebrate,Dipodomys heermann,shrub,3
102,3,5,HD,3,transect,31-May-19,15,vertebrate,Geococcyx californianus,shrub,1
51,3,5,HD,3,focal,07-Jun-19,22,vertebrate,Gambelia sila,shrub,1
954,4,5,HD,3,transect,25-May-19,9,vertebrate,Gambelia sila,shrub,1
6,3,5,HD,3,camera trap,04-Jun,19,vertebrate,Lepus californicus,shrub,1
100,3,5,HD,3,transect,31-May-19,15,vertebrate,Lepus californicus,shrub,1
9,3,5,HD,3,camera trap,05-Jun,20,vertebrate,small mammal,shrub,1
11,3,5,HD,3,camera trap,06-Jun,21,vertebrate,small mammal,shrub,1
28,3,5,HD,3,camera trap,20-May,4,vertebrate,small mammal,shrub,1
38,3,5,HD,3,camera trap,28-May,12,vertebrate,small mammal,shrub,2
46,3,5,HD,3,focal,02-Jun-19,17,vertebrate,Uta stansburiana,shrub,1
13,3,5,HD,3,camera trap,07-Jun,22,vertebrate,Vulpes macrotis,shrub,1
173,3,6,MD,2,focal,02-Jun-19,17,invertebrate,Dicolonus simplex,open,1
184,3,6,MD,2,focal,07-Jun-19,22,invertebrate,Dicolonus simplex,open,1
224,3,6,MD,2,transect,28-May-19,12,invertebrate,Dicolonus simplex,open,1
155,3,6,MD,2,camera trap,28-May,12,invertebrate,Colias eurytheme,open,1
191,3,6,MD,2,focal,25-May-19,9,invertebrate,Colias eurytheme,open,1
196,3,6,MD,2,focal,28-May-19,12,invertebrate,Colias eurytheme,open,1
215,3,6,MD,2,transect,23-May-19,7,invertebrate,Colias eurytheme,open,1
174,3,6,MD,2,focal,02-Jun-19,17,invertebrate,Oedaleonotus enigma,open,1
180,3,6,MD,2,focal,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,2
189,3,6,MD,2,focal,18-May-19,2,invertebrate,Oedaleonotus enigma,open,1
204,3,6,MD,2,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,1
107,3,6,MD,2,camera trap,03-Jun,18,vertebrate,Ammospermophilus nelsoni,open,3
112,3,6,MD,2,camera trap,05-Jun,20,vertebrate,Ammospermophilus nelsoni,open,2
145,3,6,MD,2,camera trap,24-May,8,vertebrate,Ammospermophilus nelsoni,open,1
147,3,6,MD,2,camera trap,25-May,9,vertebrate,Ammospermophilus nelsoni,open,2
177,3,6,MD,2,focal,04-Jun-19,19,vertebrate,Ammospermophilus nelsoni,open,1
187,3,6,MD,2,focal,18-May-19,2,vertebrate,Chondestes grammacus,open,1
104,3,6,MD,2,camera trap,01-Jun,16,vertebrate,Dipodomys heermann,open,1
109,3,6,MD,2,camera trap,03-Jun,18,vertebrate,Dipodomys heermann,open,7
110,3,6,MD,2,camera trap,04-Jun,19,vertebrate,Dipodomys heermann,open,1
115,3,6,MD,2,camera trap,06-Jun,21,vertebrate,Dipodomys heermann,open,2
119,3,6,MD,2,camera trap,07-Jun,22,vertebrate,Dipodomys heermann,open,3
123,3,6,MD,2,camera trap,09-Jun,24,vertebrate,Dipodomys heermann,open,1
128,3,6,MD,2,camera trap,11-Jun,26,vertebrate,Dipodomys heermann,open,6
132,3,6,MD,2,camera trap,12-Jun,27,vertebrate,Dipodomys heermann,open,7
137,3,6,MD,2,camera trap,20-May,4,vertebrate,Dipodomys heermann,open,3
