rep,site,plot,density_category,density_level,method,date,sample_day,phylum,species,microsite,daily_animal_totals
142,3,6,MD,2,camera trap,22-May,6,vertebrate,Dipodomys heermann,open,4
143,3,6,MD,2,camera trap,23-May,7,vertebrate,Dipodomys heermann,open,1
151,3,6,MD,2,camera trap,26-May,10,vertebrate,Dipodomys heermann,open,2
153,3,6,MD,2,camera trap,27-May,11,vertebrate,Dipodomys heermann,open,1
157,3,6,MD,2,camera trap,28-May,12,vertebrate,Dipodomys heermann,open,7
160,3,6,MD,2,camera trap,29-May,13,vertebrate,Dipodomys heermann,open,1
164,3,6,MD,2,camera trap,30-May,14,vertebrate,Dipodomys heermann,open,1
156,3,6,MD,2,camera trap,28-May,12,vertebrate,Lepus californicus,open,1
162,3,6,MD,2,camera trap,30-May,14,vertebrate,Lepus californicus,open,1
114,3,6,MD,2,camera trap,05-Jun,20,vertebrate,small mammal,open,1
122,3,6,MD,2,camera trap,08-Jun,23,vertebrate,small mammal,open,1
131,3,6,MD,2,camera trap,11-Jun,26,vertebrate,small mammal,open,1
166,3,6,MD,2,camera trap,30-May,14,vertebrate,small mammal,open,2
171,3,6,MD,2,camera trap,31-May,15,vertebrate,small mammal,open,1
194,3,6,MD,2,focal,28-May-19,12,invertebrate,Melecta separata,shrub,1
202,3,6,MD,2,transect,04-Jun-19,19,invertebrate,Calathus ruficollis,shrub,1
225,3,6,MD,2,transect,28-May-19,12,invertebrate,Dicolonus simplex,shrub,1
183,3,6,MD,2,focal,07-Jun-19,22,invertebrate,Colias eurytheme,shrub,2
192,3,6,MD,2,focal,25-May-19,9,invertebrate,Colias eurytheme,shrub,5
197,3,6,MD,2,focal,28-May-19,12,invertebrate,Colias eurytheme,shrub,5
199,3,6,MD,2,focal,31-May-19,15,invertebrate,Colias eurytheme,shrub,1
203,3,6,MD,2,transect,04-Jun-19,19,invertebrate,Colias eurytheme,shrub,2
216,3,6,MD,2,transect,23-May-19,7,invertebrate,Colias eurytheme,shrub,20
219,3,6,MD,2,transect,25-May-19,9,invertebrate,Colias eurytheme,shrub,10
223,3,6,MD,2,transect,28-May-19,12,invertebrate,Colias eurytheme,shrub,7
228,3,6,MD,2,transect,31-May-19,15,invertebrate,Colias eurytheme,shrub,2
175,3,6,MD,2,focal,02-Jun-19,17,invertebrate,Oedaleonotus enigma,shrub,1
181,3,6,MD,2,focal,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,1
185,3,6,MD,2,focal,07-Jun-19,22,invertebrate,Oedaleonotus enigma,shrub,1
200,3,6,MD,2,focal,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,1
205,3,6,MD,2,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,7
208,3,6,MD,2,transect,07-Jun-19,22,invertebrate,Oedaleonotus enigma,shrub,5
212,3,6,MD,2,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,shrub,10
220,3,6,MD,2,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,3
229,3,6,MD,2,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,5
211,3,6,MD,2,transect,07-Jun-19,22,invertebrate,Pepsis formos,shrub,1
106,3,6,MD,2,camera trap,02-Jun,17,vertebrate,Ammospermophilus nelsoni,shrub,1
117,3,6,MD,2,camera trap,07-Jun,22,vertebrate,Ammospermophilus nelsoni,shrub,1
125,3,6,MD,2,camera trap,10-Jun,25,vertebrate,Ammospermophilus nelsoni,shrub,1
136,3,6,MD,2,camera trap,20-May,4,vertebrate,Ammospermophilus nelsoni,shrub,1
141,3,6,MD,2,camera trap,22-May,6,vertebrate,Ammospermophilus nelsoni,shrub,1
148,3,6,MD,2,camera trap,25-May,9,vertebrate,Ammospermophilus nelsoni,shrub,1
150,3,6,MD,2,camera trap,26-May,10,vertebrate,Ammospermophilus nelsoni,shrub,1
154,3,6,MD,2,camera trap,28-May,12,vertebrate,Ammospermophilus nelsoni,shrub,1
178,3,6,MD,2,focal,04-Jun-19,19,vertebrate,Ammospermophilus nelsoni,shrub,1
207,3,6,MD,2,transect,07-Jun-19,22,vertebrate,Ammospermophilus nelsoni,shrub,1
222,3,6,MD,2,transect,25-May-19,9,vertebrate,Aspidoscelis tigris,shrub,2
230,3,6,MD,2,transect,31-May-19,15,vertebrate,Calypte anna,shrub,1
108,3,6,MD,2,camera trap,03-Jun,18,vertebrate,Chondestes grammacus,shrub,1
167,3,6,MD,2,camera trap,31-May,15,vertebrate,Chondestes grammacus,shrub,1
172,3,6,MD,2,focal,02-Jun-19,17,vertebrate,Chondestes grammacus,shrub,1
179,3,6,MD,2,focal,04-Jun-19,19,vertebrate,Chondestes grammacus,shrub,1
188,3,6,MD,2,focal,18-May-19,2,vertebrate,Chondestes grammacus,shrub,1
195,3,6,MD,2,focal,28-May-19,12,vertebrate,Chondestes grammacus,shrub,1
214,3,6,MD,2,transect,23-May-19,7,vertebrate,Chondestes grammacus,shrub,1
218,3,6,MD,2,transect,25-May-19,9,vertebrate,Chondestes grammacus,shrub,1
105,3,6,MD,2,camera trap,01-Jun,16,vertebrate,Dipodomys heermann,shrub,5
111,3,6,MD,2,camera trap,04-Jun,19,vertebrate,Dipodomys heermann,shrub,2
113,3,6,MD,2,camera trap,05-Jun,20,vertebrate,Dipodomys heermann,shrub,4
116,3,6,MD,2,camera trap,06-Jun,21,vertebrate,Dipodomys heermann,shrub,3
120,3,6,MD,2,camera trap,07-Jun,22,vertebrate,Dipodomys heermann,shrub,9
121,3,6,MD,2,camera trap,08-Jun,23,vertebrate,Dipodomys heermann,shrub,2
124,3,6,MD,2,camera trap,09-Jun,24,vertebrate,Dipodomys heermann,shrub,3
126,3,6,MD,2,camera trap,10-Jun,25,vertebrate,Dipodomys heermann,shrub,3
129,3,6,MD,2,camera trap,11-Jun,26,vertebrate,Dipodomys heermann,shrub,2
134,3,6,MD,2,camera trap,19-May,3,vertebrate,Dipodomys heermann,shrub,1
138,3,6,MD,2,camera trap,20-May,4,vertebrate,Dipodomys heermann,shrub,2
140,3,6,MD,2,camera trap,21-May,5,vertebrate,Dipodomys heermann,shrub,2
144,3,6,MD,2,camera trap,23-May,7,vertebrate,Dipodomys heermann,shrub,1
146,3,6,MD,2,camera trap,24-May,8,vertebrate,Dipodomys heermann,shrub,2
149,3,6,MD,2,camera trap,25-May,9,vertebrate,Dipodomys heermann,shrub,2
152,3,6,MD,2,camera trap,26-May,10,vertebrate,Dipodomys heermann,shrub,1
158,3,6,MD,2,camera trap,28-May,12,vertebrate,Dipodomys heermann,shrub,3
161,3,6,MD,2,camera trap,29-May,13,vertebrate,Dipodomys heermann,shrub,12
165,3,6,MD,2,camera trap,30-May,14,vertebrate,Dipodomys heermann,shrub,6
169,3,6,MD,2,camera trap,31-May,15,vertebrate,Dipodomys heermann,shrub,4
231,3,6,MD,2,transect,31-May-19,15,vertebrate,Gambelia sila,shrub,2
118,3,6,MD,2,camera trap,07-Jun,22,vertebrate,Lepus californicus,shrub,16
127,3,6,MD,2,camera trap,11-Jun,26,vertebrate,Lepus californicus,shrub,3
163,3,6,MD,2,camera trap,30-May,14,vertebrate,Lepus californicus,shrub,2
168,3,6,MD,2,camera trap,31-May,15,vertebrate,Lepus californicus,shrub,1
159,3,6,MD,2,camera trap,28-May,12,vertebrate,small mammal,shrub,2
210,3,6,MD,2,transect,07-Jun-19,22,vertebrate,Uta stansburiana,shrub,2
227,3,6,MD,2,transect,28-May-19,12,vertebrate,Uta stansburiana,shrub,1
170,3,6,MD,2,camera trap,31-May,15,vertebrate,Vulpes macrotis,shrub,1
285,3,7,LD,1,camera trap,25-May,9,invertebrate,Calathus ruficollis,open,1
321,3,7,LD,1,focal,28-May-19,12,invertebrate,Dicolonus simplex,open,1
305,3,7,LD,1,focal,07-Jun-19,22,invertebrate,Colias eurytheme,open,1
311,3,7,LD,1,focal,25-May-19,9,invertebrate,Colias eurytheme,open,4
319,3,7,LD,1,focal,28-May-19,12,invertebrate,Colias eurytheme,open,1
342,3,7,LD,1,transect,25-May-19,9,invertebrate,Colias eurytheme,open,1
347,3,7,LD,1,transect,28-May-19,12,invertebrate,Colias eurytheme,open,1
302,3,7,LD,1,focal,02-Jun-19,17,invertebrate,Oedaleonotus enigma,open,1
306,3,7,LD,1,focal,07-Jun-19,22,invertebrate,Oedaleonotus enigma,open,2
322,3,7,LD,1,focal,28-May-19,12,invertebrate,Oedaleonotus enigma,open,1
336,3,7,LD,1,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,open,2
349,3,7,LD,1,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,open,1
236,3,7,LD,1,camera trap,02-Jun,17,vertebrate,Ammospermophilus nelsoni,open,1
238,3,7,LD,1,camera trap,03-Jun,18,vertebrate,Ammospermophilus nelsoni,open,1
246,3,7,LD,1,camera trap,06-Jun,21,vertebrate,Ammospermophilus nelsoni,open,1
252,3,7,LD,1,camera trap,08-Jun,23,vertebrate,Ammospermophilus nelsoni,open,1
255,3,7,LD,1,camera trap,09-Jun,24,vertebrate,Ammospermophilus nelsoni,open,1
266,3,7,LD,1,camera trap,18-May,2,vertebrate,Ammospermophilus nelsoni,open,1
271,3,7,LD,1,camera trap,19-May,3,vertebrate,Ammospermophilus nelsoni,open,1
275,3,7,LD,1,camera trap,20-May,4,vertebrate,Ammospermophilus nelsoni,open,2
280,3,7,LD,1,camera trap,21-May,5,vertebrate,Ammospermophilus nelsoni,open,3
287,3,7,LD,1,camera trap,26-May,10,vertebrate,Ammospermophilus nelsoni,open,1
296,3,7,LD,1,camera trap,30-May,14,vertebrate,Ammospermophilus nelsoni,open,2
299,3,7,LD,1,camera trap,31-May,15,vertebrate,Ammospermophilus nelsoni,open,2
282,3,7,LD,1,camera trap,21-May,5,vertebrate,Buteo jamaicensis,open,1
256,3,7,LD,1,camera trap,09-Jun,24,vertebrate,Chondestes grammacus,open,1
267,3,7,LD,1,camera trap,18-May,2,vertebrate,Chondestes grammacus,open,1
281,3,7,LD,1,camera trap,21-May,5,vertebrate,Chondestes grammacus,open,1
290,3,7,LD,1,camera trap,28-May,12,vertebrate,Chondestes grammacus,open,1
324,3,7,LD,1,focal,31-May-19,15,vertebrate,Chondestes grammacus,open,1
329,3,7,LD,1,transect,04-Jun-19,19,vertebrate,Corvus corax,open,1
235,3,7,LD,1,camera trap,01-Jun,16,vertebrate,Dipodomys heermann,open,18
237,3,7,LD,1,camera trap,02-Jun,17,vertebrate,Dipodomys heermann,open,22
240,3,7,LD,1,camera trap,03-Jun,18,vertebrate,Dipodomys heermann,open,1
242,3,7,LD,1,camera trap,04-Jun,19,vertebrate,Dipodomys heermann,open,6
244,3,7,LD,1,camera trap,05-Jun,20,vertebrate,Dipodomys heermann,open,9
248,3,7,LD,1,camera trap,06-Jun,21,vertebrate,Dipodomys heermann,open,2
251,3,7,LD,1,camera trap,07-Jun,22,vertebrate,Dipodomys heermann,open,5
253,3,7,LD,1,camera trap,08-Jun,23,vertebrate,Dipodomys heermann,open,5
258,3,7,LD,1,camera trap,09-Jun,24,vertebrate,Dipodomys heermann,open,13
260,3,7,LD,1,camera trap,10-Jun,25,vertebrate,Dipodomys heermann,open,13
262,3,7,LD,1,camera trap,11-Jun,26,vertebrate,Dipodomys heermann,open,9
264,3,7,LD,1,camera trap,12-Jun,27,vertebrate,Dipodomys heermann,open,2
268,3,7,LD,1,camera trap,18-May,2,vertebrate,Dipodomys heermann,open,1
273,3,7,LD,1,camera trap,19-May,3,vertebrate,Dipodomys heermann,open,2
277,3,7,LD,1,camera trap,20-May,4,vertebrate,Dipodomys heermann,open,4
283,3,7,LD,1,camera trap,21-May,5,vertebrate,Dipodomys heermann,open,3
284,3,7,LD,1,camera trap,22-May,6,vertebrate,Dipodomys heermann,open,2
289,3,7,LD,1,camera trap,27-May,11,vertebrate,Dipodomys heermann,open,1
292,3,7,LD,1,camera trap,28-May,12,vertebrate,Dipodomys heermann,open,3
295,3,7,LD,1,camera trap,29-May,13,vertebrate,Dipodomys heermann,open,18
298,3,7,LD,1,camera trap,30-May,14,vertebrate,Dipodomys heermann,open,17
300,3,7,LD,1,camera trap,31-May,15,vertebrate,Dipodomys heermann,open,23
249,3,7,LD,1,camera trap,06-Jun,21,vertebrate,Gambelia sila,open,20
239,3,7,LD,1,camera trap,03-Jun,18,vertebrate,Lepus californicus,open,1
243,3,7,LD,1,camera trap,05-Jun,20,vertebrate,Lepus californicus,open,2
247,3,7,LD,1,camera trap,06-Jun,21,vertebrate,Lepus californicus,open,1
250,3,7,LD,1,camera trap,07-Jun,22,vertebrate,Lepus californicus,open,3
257,3,7,LD,1,camera trap,09-Jun,24,vertebrate,Lepus californicus,open,2
276,3,7,LD,1,camera trap,20-May,4,vertebrate,Lepus californicus,open,1
286,3,7,LD,1,camera trap,25-May,9,vertebrate,Lepus californicus,open,2
291,3,7,LD,1,camera trap,28-May,12,vertebrate,Lepus californicus,open,1
241,3,7,LD,1,camera trap,03-Jun,18,vertebrate,small mammal,open,1
254,3,7,LD,1,camera trap,08-Jun,23,vertebrate,small mammal,open,1
279,3,7,LD,1,camera trap,20-May,4,vertebrate,small mammal,open,1
288,3,7,LD,1,camera trap,26-May,10,vertebrate,small mammal,open,1
294,3,7,LD,1,camera trap,28-May,12,vertebrate,small mammal,open,1
304,3,7,LD,1,focal,02-Jun-19,17,vertebrate,Uta stansburiana,open,1
245,3,7,LD,1,camera trap,05-Jun,20,vertebrate,Vulpes macrotis,open,1
293,3,7,LD,1,camera trap,28-May,12,vertebrate,Vulpes macrotis,open,1
317,3,7,LD,1,focal,28-May-19,12,invertebrate,Calathus ruficollis,shrub,1
315,3,7,LD,1,focal,25-May-19,9,invertebrate,Hippodamia convergens,shrub,1
301,3,7,LD,1,focal,02-Jun-19,17,invertebrate,Colias eurytheme,shrub,1
312,3,7,LD,1,focal,25-May-19,9,invertebrate,Colias eurytheme,shrub,2
320,3,7,LD,1,focal,28-May-19,12,invertebrate,Colias eurytheme,shrub,1
331,3,7,LD,1,transect,07-Jun-19,22,invertebrate,Colias eurytheme,shrub,1
343,3,7,LD,1,transect,25-May-19,9,invertebrate,Colias eurytheme,shrub,9
348,3,7,LD,1,transect,28-May-19,12,invertebrate,Colias eurytheme,shrub,5
307,3,7,LD,1,focal,07-Jun-19,22,invertebrate,Oedaleonotus enigma,shrub,2
314,3,7,LD,1,focal,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,1
327,3,7,LD,1,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,shrub,7
332,3,7,LD,1,transect,07-Jun-19,22,invertebrate,Oedaleonotus enigma,shrub,1
337,3,7,LD,1,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,shrub,2
345,3,7,LD,1,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,shrub,2
350,3,7,LD,1,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,shrub,2
352,3,7,LD,1,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,shrub,6
313,3,7,LD,1,focal,25-May-19,9,invertebrate,Rhionaeschna multicolor,shrub,1
344,3,7,LD,1,transect,25-May-19,9,invertebrate,Rhionaeschna multicolor,shrub,1
234,3,7,LD,1,camera trap,01-Jun,16,vertebrate,Ammospermophilus nelsoni,shrub,1
297,3,7,LD,1,camera trap,30-May,14,vertebrate,Ammospermophilus nelsoni,shrub,2
326,3,7,LD,1,transect,04-Jun-19,19,vertebrate,Ammospermophilus nelsoni,shrub,3
340,3,7,LD,1,transect,25-May-19,9,vertebrate,Ammospermophilus nelsoni,shrub,1
318,3,7,LD,1,focal,28-May-19,12,vertebrate,Chondestes grammacus,shrub,1
330,3,7,LD,1,transect,07-Jun-19,22,vertebrate,Chondestes grammacus,shrub,1
335,3,7,LD,1,transect,12-Jun-19,27,vertebrate,Chondestes grammacus,shrub,1
341,3,7,LD,1,transect,25-May-19,9,vertebrate,Chondestes grammacus,shrub,1
265,3,7,LD,1,camera trap,12-Jun,27,vertebrate,Dipodomys heermann,shrub,5
269,3,7,LD,1,camera trap,18-May,2,vertebrate,Dipodomys heermann,shrub,2
278,3,7,LD,1,camera trap,20-May,4,vertebrate,Dipodomys heermann,shrub,1
309,3,7,LD,1,focal,18-May-19,2,vertebrate,Lepus californicus,shrub,1
272,3,7,LD,1,camera trap,19-May,3,vertebrate,Lepus californicus,shrub,3
333,3,7,LD,1,transect,07-Jun-19,22,vertebrate,Lepus californicus,shrub,1
270,3,7,LD,1,camera trap,18-May,2,vertebrate,small mammal,shrub,1
274,3,7,LD,1,camera trap,19-May,3,vertebrate,small mammal,shrub,1
407,3,8,ND,0,focal,28-May-19,12,invertebrate,Dicolonus simplex,open,1
410,3,8,ND,0,focal,31-May-19,15,invertebrate,Dicolonus simplex,open,1
398,3,8,ND,0,focal,02-Jun-19,17,invertebrate,Colias eurytheme,open,1
403,3,8,ND,0,focal,25-May-19,9,invertebrate,Colias eurytheme,open,14
406,3,8,ND,0,focal,28-May-19,12,invertebrate,Colias eurytheme,open,1
416,3,8,ND,0,transect,07-Jun-19,22,invertebrate,Colias eurytheme,open,1
425,3,8,ND,0,transect,23-May-19,7,invertebrate,Colias eurytheme,open,3
433,3,8,ND,0,transect,28-May-19,12,invertebrate,Colias eurytheme,open,5
408,3,8,ND,0,focal,28-May-19,12,invertebrate,Oedaleonotus enigma,open,1
411,3,8,ND,0,focal,31-May-19,15,invertebrate,Oedaleonotus enigma,open,1
413,3,8,ND,0,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,2
422,3,8,ND,0,transect,12-Jun-19,27,invertebrate,Oedaleonotus enigma,open,1
430,3,8,ND,0,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,1
437,3,8,ND,0,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,open,1
420,3,8,ND,0,transect,07-Jun-19,22,invertebrate,Pepsis formos,open,1
435,3,8,ND,0,transect,28-May-19,12,invertebrate,Rhionaeschna multicolor,open,1
359,3,8,ND,0,camera trap,03-Jun,18,vertebrate,Ammospermophilus nelsoni,open,2
362,3,8,ND,0,camera trap,04-Jun,19,vertebrate,Ammospermophilus nelsoni,open,1
370,3,8,ND,0,camera trap,07-Jun,22,vertebrate,Ammospermophilus nelsoni,open,1
376,3,8,ND,0,camera trap,20-May,4,vertebrate,Ammospermophilus nelsoni,open,1
386,3,8,ND,0,camera trap,27-May,11,vertebrate,Ammospermophilus nelsoni,open,2
421,3,8,ND,0,transect,12-Jun-19,27,vertebrate,Ammospermophilus nelsoni,open,1
355,3,8,ND,0,camera trap,02-Jun,17,vertebrate,Chondestes grammacus,open,1
379,3,8,ND,0,camera trap,22-May,6,vertebrate,Chondestes grammacus,open,1
397,3,8,ND,0,focal,02-Jun-19,17,vertebrate,Chondestes grammacus,open,1
385,3,8,ND,0,camera trap,26-May,10,vertebrate,Corvus corax,open,2
389,3,8,ND,0,camera trap,27-May,11,vertebrate,Corvus corax,open,1
356,3,8,ND,0,camera trap,02-Jun,17,vertebrate,Dipodomys heermann,open,6
361,3,8,ND,0,camera trap,03-Jun,18,vertebrate,Dipodomys heermann,open,10
364,3,8,ND,0,camera trap,04-Jun,19,vertebrate,Dipodomys heermann,open,11
365,3,8,ND,0,camera trap,05-Jun,20,vertebrate,Dipodomys heermann,open,13
367,3,8,ND,0,camera trap,06-Jun,21,vertebrate,Dipodomys heermann,open,17
372,3,8,ND,0,camera trap,07-Jun,22,vertebrate,Dipodomys heermann,open,7
374,3,8,ND,0,camera trap,18-May,2,vertebrate,Dipodomys heermann,open,3
375,3,8,ND,0,camera trap,19-May,3,vertebrate,Dipodomys heermann,open,5
377,3,8,ND,0,camera trap,20-May,4,vertebrate,Dipodomys heermann,open,3
378,3,8,ND,0,camera trap,21-May,5,vertebrate,Dipodomys heermann,open,1
381,3,8,ND,0,camera trap,24-May,8,vertebrate,Dipodomys heermann,open,3
383,3,8,ND,0,camera trap,25-May,9,vertebrate,Dipodomys heermann,open,4
384,3,8,ND,0,camera trap,26-May,10,vertebrate,Dipodomys heermann,open,1
387,3,8,ND,0,camera trap,27-May,11,vertebrate,Dipodomys heermann,open,2
391,3,8,ND,0,camera trap,28-May,12,vertebrate,Dipodomys heermann,open,6
393,3,8,ND,0,camera trap,29-May,13,vertebrate,Dipodomys heermann,open,5
395,3,8,ND,0,camera trap,30-May,14,vertebrate,Dipodomys heermann,open,3
396,3,8,ND,0,camera trap,31-May,15,vertebrate,Dipodomys heermann,open,1
358,3,8,ND,0,camera trap,02-Jun,17,vertebrate,Gambelia sila,open,9
360,3,8,ND,0,camera trap,03-Jun,18,vertebrate,Lepus californicus,open,3
363,3,8,ND,0,camera trap,04-Jun,19,vertebrate,Lepus californicus,open,1
371,3,8,ND,0,camera trap,07-Jun,22,vertebrate,Lepus californicus,open,1
373,3,8,ND,0,camera trap,09-Jun,24,vertebrate,Lepus californicus,open,1
380,3,8,ND,0,camera trap,22-May,6,vertebrate,Lepus californicus,open,1
390,3,8,ND,0,camera trap,28-May,12,vertebrate,Lepus californicus,open,1
392,3,8,ND,0,camera trap,29-May,13,vertebrate,Lepus californicus,open,1
394,3,8,ND,0,camera trap,30-May,14,vertebrate,Lepus californicus,open,1
354,3,8,ND,0,camera trap,01-Jun,16,vertebrate,small mammal,open,1
369,3,8,ND,0,camera trap,06-Jun,21,vertebrate,small mammal,open,1
368,3,8,ND,0,camera trap,06-Jun,21,vertebrate,Uta stansburiana,open,3
357,3,8,ND,0,camera trap,02-Jun,17,vertebrate,Vulpes macrotis,open,1
366,3,8,ND,0,camera trap,05-Jun,20,vertebrate,Vulpes macrotis,open,1
382,3,8,ND,0,camera trap,24-May,8,vertebrate,Vulpes macrotis,open,1
388,3,8,ND,0,camera trap,27-May,11,vertebrate,Vulpes macrotis,open,1
436,3,8,ND,0,transect,28-May-19,12,invertebrate,Dicolonus simplex,open,1
417,3,8,ND,0,transect,07-Jun-19,22,invertebrate,Colias eurytheme,open,1
426,3,8,ND,0,transect,23-May-19,7,invertebrate,Colias eurytheme,open,5
429,3,8,ND,0,transect,25-May-19,9,invertebrate,Colias eurytheme,open,12
434,3,8,ND,0,transect,28-May-19,12,invertebrate,Colias eurytheme,open,7
414,3,8,ND,0,transect,04-Jun-19,19,invertebrate,Oedaleonotus enigma,open,3
418,3,8,ND,0,transect,07-Jun-19,22,invertebrate,Oedaleonotus enigma,open,2
431,3,8,ND,0,transect,25-May-19,9,invertebrate,Oedaleonotus enigma,open,2
438,3,8,ND,0,transect,28-May-19,12,invertebrate,Oedaleonotus enigma,open,1
441,3,8,ND,0,transect,31-May-19,15,invertebrate,Oedaleonotus enigma,open,3
424,3,8,ND,0,transect,23-May-19,7,vertebrate,Ammospermophilus nelsoni,shrub,1
428,3,8,ND,0,transect,25-May-19,9,vertebrate,Ammospermophilus nelsoni,shrub,1
440,3,8,ND,0,transect,28-May-19,12,vertebrate,Uta stansburiana,shrub,1